id,exp_session,test_type,result,added_at
122,2015-06-20 03:06:23+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M21,pretest,"{""pretest_1"":""50"",""pretest_2"":""Male"",""pretest_3"":""3"",""pretest_4"":""4"",""pretest_5"":""3"",""pretest_6"":""3"",""pretest_7"":""4"",""pretest_8"":""2"",""pretest_9"":""2"",""pretest_10"":""6"",""pretest_11"":""5"",""pretest_12"":""6"",""pretest_13"":""1"",""pretest_14"":""2"",""pretest_15"":""1"",""pretest_16"":""2"",""pretest_17"":""1"",""pretest_18"":""not sure what that is"",""pretest_19"":""1"",""pretest_20"":""not sure"",""pretest_21"":""1""}",2015-06-20 03:10:14+00:00
123,2015-06-20 03:06:30+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M15,pretest,"{""pretest_1"":""41"",""pretest_2"":""Male"",""pretest_3"":""3"",""pretest_4"":""3"",""pretest_5"":""4"",""pretest_6"":""3"",""pretest_7"":""3"",""pretest_8"":""3"",""pretest_9"":""3"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":"".3"",""pretest_13"":""1"",""pretest_14"":""years"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""1"",""pretest_18"":""95 percent of all results"",""pretest_19"":""1"",""pretest_20"":""unrelated"",""pretest_21"":""1""}",2015-06-20 03:10:28+00:00
124,2015-06-20 03:13:08+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M18,pretest,"{""pretest_1"":""36"",""pretest_2"":""Female"",""pretest_3"":""2"",""pretest_4"":""2"",""pretest_5"":""2"",""pretest_6"":""3"",""pretest_7"":""3"",""pretest_8"":""5"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""+/-5"",""pretest_13"":""1"",""pretest_14"":""9"",""pretest_15"":""1"",""pretest_16"":""5"",""pretest_17"":""1"",""pretest_18"":""how much a number deviates from the mean"",""pretest_19"":""3"",""pretest_20"":""they are part of the same equation"",""pretest_21"":""1""}",2015-06-20 03:15:38+00:00
125,2015-06-20 03:07:21+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M11,pretest,"{""pretest_1"":""31"",""pretest_2"":""Male"",""pretest_3"":""3"",""pretest_4"":""3"",""pretest_5"":""2"",""pretest_6"":""4"",""pretest_7"":""2"",""pretest_8"":""3"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""2"",""pretest_14"":""12"",""pretest_15"":""2"",""pretest_16"":""12"",""pretest_17"":""1"",""pretest_18"":""it is the square root of the unit of variance?"",""pretest_19"":""3"",""pretest_20"":""variance is difference between the mean and each individual unit"",""pretest_21"":""2""}",2015-06-20 03:17:59+00:00
126,2015-06-20 03:08:20+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M22,pretest,"{""pretest_1"":""35"",""pretest_2"":""Male"",""pretest_3"":""2"",""pretest_4"":""2"",""pretest_5"":""2"",""pretest_6"":""2"",""pretest_7"":""2"",""pretest_8"":""4"",""pretest_9"":""2"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""4"",""pretest_14"":""Don't know"",""pretest_15"":""1"",""pretest_16"":""age "",""pretest_17"":""3"",""pretest_18"":""The amount a population differs from the mean"",""pretest_19"":""3"",""pretest_20"":""standard deviation is the square root of the variance"",""pretest_21"":""5""}",2015-06-20 03:20:20+00:00
127,2015-06-20 03:05:04+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M17,posttest,"{""posttest_1"":""2"",""posttest_2"":""2"",""posttest_3"":""2"",""posttest_4"":""3"",""posttest_5"":""2"",""posttest_6"":""5"",""posttest_7"":""2"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""3"",""posttest_11"":""4"",""posttest_12"":""years"",""posttest_13"":""3"",""posttest_14"":""years"",""posttest_15"":""3"",""posttest_16"":""The average amount a given sample varies from the mean of the population."",""posttest_17"":""2"",""posttest_18"":""Not sure"",""posttest_19"":""1"",""posttest_20"":""Find the mean of the population.\nSubtract each sample from the mean and square the result.\nAdd the squared results together and divide by the number of samples.\nObtain the square root of the result.\nThis is the population standard deviation."",""posttest_21"":""2"",""posttest_22"":""5"",""posttest_23"":""1"",""posttest_24"":""3"",""posttest_25"":""4"",""posttest_26"":""5"",""posttest_27"":""5""}",2015-06-20 03:22:40+00:00
128,2015-06-20 03:22:06+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M16,pretest,"{""pretest_1"":""33"",""pretest_2"":""Female"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""3"",""pretest_7"":""3"",""pretest_8"":""2"",""pretest_9"":""2"",""pretest_10"":""7"",""pretest_11"":""4"",""pretest_12"":""10"",""pretest_13"":""2"",""pretest_14"":""6"",""pretest_15"":""4"",""pretest_16"":""6"",""pretest_17"":""2"",""pretest_18"":""6"",""pretest_19"":""2"",""pretest_20"":""not sure"",""pretest_21"":""2""}",2015-06-20 03:24:37+00:00
129,2015-06-20 03:03:54+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M26,posttest,"{""posttest_1"":""3"",""posttest_2"":""3"",""posttest_3"":""2"",""posttest_4"":""3"",""posttest_5"":""3"",""posttest_6"":""5"",""posttest_7"":""1"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""3.5"",""posttest_11"":""4"",""posttest_12"":""12.3"",""posttest_13"":""4"",""posttest_14"":""years"",""posttest_15"":""3"",""posttest_16"":""the amount that it deviates from the mean"",""posttest_17"":""4"",""posttest_18"":""You need the variance to figure out the standard deviation"",""posttest_19"":""3"",""posttest_20"":""Calculate the mean\nCalculate the variance\nCalculate the standard deviation"",""posttest_21"":""2"",""posttest_22"":""7"",""posttest_23"":""1"",""posttest_24"":""2"",""posttest_25"":""5"",""posttest_26"":""5"",""posttest_27"":""5""}",2015-06-20 03:24:58+00:00
130,2015-06-20 03:13:08+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M18,posttest,"{""posttest_1"":""3"",""posttest_2"":""3"",""posttest_3"":""3"",""posttest_4"":""3"",""posttest_5"":""3"",""posttest_6"":""4"",""posttest_7"":""3"",""posttest_8"":""7"",""posttest_9"":""5"",""posttest_10"":""3.85"",""posttest_11"":""5"",""posttest_12"":""14.8"",""posttest_13"":""2"",""posttest_14"":""years"",""posttest_15"":""3"",""posttest_16"":""how far a value deviates from mean"",""posttest_17"":""4"",""posttest_18"":""the variance is part of the equation"",""posttest_19"":""1"",""posttest_20"":""You take all the values and subtract the mean then square the values and divide by the sample number."",""posttest_21"":""3"",""posttest_22"":""7"",""posttest_23"":""1"",""posttest_24"":""4"",""posttest_25"":""5"",""posttest_26"":""6"",""posttest_27"":""7""}",2015-06-20 03:28:38+00:00
131,2015-06-20 03:06:23+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M21,posttest,"{""posttest_1"":""4"",""posttest_2"":""3"",""posttest_3"":""4"",""posttest_4"":""4"",""posttest_5"":""3"",""posttest_6"":""5"",""posttest_7"":""3"",""posttest_8"":""6"",""posttest_9"":""5"",""posttest_10"":"",3"",""posttest_11"":""2"",""posttest_12"":""none"",""posttest_13"":""3"",""posttest_14"":""none"",""posttest_15"":""3"",""posttest_16"":""the difference of each number from the mean"",""posttest_17"":""4"",""posttest_18"":""varince between numbers deviation from mean"",""posttest_19"":""3"",""posttest_20"":""get the mean then minus the mean from numbers and square it "",""posttest_21"":""3"",""posttest_22"":""5"",""posttest_23"":""1"",""posttest_24"":""3"",""posttest_25"":""4"",""posttest_26"":""4"",""posttest_27"":""3""}",2015-06-20 03:29:36+00:00
132,2015-06-20 03:07:29+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M12,posttest,"{""posttest_1"":""4"",""posttest_2"":""4"",""posttest_3"":""4"",""posttest_5"":""5"",""posttest_6"":""4"",""posttest_7"":""4"",""posttest_8"":""7"",""posttest_9"":""4"",""posttest_10"":""10.5"",""posttest_11"":""4"",""posttest_12"":""square lions"",""posttest_13"":""4"",""posttest_14"":""square lions"",""posttest_15"":""4"",""posttest_16"":""idk"",""posttest_17"":""4"",""posttest_18"":""forgot"",""posttest_19"":""2"",""posttest_20"":""subtract each number from the mean \nsquarethe result...repeat....add all numbers together and divide by 7"",""posttest_22"":""4"",""posttest_23"":""4"",""posttest_24"":""4"",""posttest_25"":""5"",""posttest_26"":""5"",""posttest_27"":""5""}",2015-06-20 03:29:43+00:00
133,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:35:24+00:00
134,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:35:34+00:00
135,2015-06-20 03:22:06+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=2 | participant_id=M16,posttest,"{""posttest_1"":""2"",""posttest_2"":""2"",""posttest_3"":""2"",""posttest_4"":""3"",""posttest_5"":""2"",""posttest_6"":""2"",""posttest_7"":""2"",""posttest_8"":""7"",""posttest_9"":""4"",""posttest_10"":""10"",""posttest_11"":""3"",""posttest_12"":""10"",""posttest_14"":""6"",""posttest_15"":""3"",""posttest_16"":""not sure"",""posttest_17"":""1"",""posttest_18"":"""",""posttest_19"":""1"",""posttest_20"":"""",""posttest_21"":""2"",""posttest_22"":""6"",""posttest_23"":""6"",""posttest_24"":""6"",""posttest_25"":""4"",""posttest_26"":""5"",""posttest_27"":""6""}",2015-06-20 03:35:48+00:00
136,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:35:51+00:00
137,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:01+00:00
138,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:05+00:00
139,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:06+00:00
140,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:06+00:00
141,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:06+00:00
142,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:07+00:00
143,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:07+00:00
144,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:08+00:00
145,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:08+00:00
146,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:08+00:00
147,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:08+00:00
148,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:08+00:00
149,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:09+00:00
150,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:09+00:00
151,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:10+00:00
152,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:24+00:00
153,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:27+00:00
154,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:33+00:00
155,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:43+00:00
156,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:45+00:00
157,2015-06-20 03:30:53+00:00 | video=variance4 | interval=60 | random=False | step=True | admin=False | study=True | group=3 | participant_id=M27,pretest,"{""pretest_1"":""39"",""pretest_2"":""Male"",""pretest_3"":""4"",""pretest_4"":""4"",""pretest_5"":""4"",""pretest_6"":""5"",""pretest_7"":""4"",""pretest_8"":""4"",""pretest_9"":""4"",""pretest_10"":""7"",""pretest_11"":""5"",""pretest_12"":""3.5"",""pretest_13"":""1"",""pretest_14"":""3"",""pretest_15"":""1"",""pretest_16"":""years"",""pretest_17"":""3"",""pretest_18"":""It is the amount of deviation among a group of numbers from the average"",""pretest_19"":""3"",""pretest_20"":""I don't know"",""pretest_21"":""5""}",2015-06-20 03:36:45+00:00
